student_id,academic_year,subject_code,attendance_percentage,participation_score
S343-24,2023-2024,SUB05,77,7
S351-25,2024-2025,SUB01,90,7
S352-25,2024-2025,SUB04,81,7
S571-25,2024-2025,SUB02,80,8
S354-25,2024-2025,SUB04,42,7
S355-25,2024-2025,SUB05,71,7
S356-24,2023-2024,SUB01,48,7
S360-24,2023-2024,SUB04,95,7
S361-24,2023-2024,SUB04,81,7
S405-24,2023-2024,SUB02,80,7
S773-24,2023-2024,SUB03,70,3
S365-24,2023-2024,SUB04,83,7
S370-25,2024-2025,SUB01,40,7
S499-25,2024-2025,SUB03,70,2
S766-25,2024-2025,SUB03,70,2
S372-25,2024-2025,SUB05,45,7
S956-25,2024-2025,SUB03,70,2
S380-25,2024-2025,SUB04,87,7
S383-24,2023-2024,SUB04,70,7
S383-24,2023-2024,SUB05,93,7
S385-25,2024-2025,SUB05,67,7
S787-25,2024-2025,SUB02,80,7
S692-24,2023-2024,SUB03,70,7
S393-25,2024-2025,SUB01,66,7
S397-24,2023-2024,SUB05,84,7
S990-25,2024-2025,SUB02,80,7
S400-25,2024-2025,SUB05,82,7
S402-24,2023-2024,SUB01,63,7
S402-24,2023-2024,SUB04,50,7
S694-24,2023-2024,SUB03,70,6
S404-25,2024-2025,SUB04,87,7
S057-24,2023-2024,SUB02,80,6
S405-24,2023-2024,SUB04,63,7
S407-24,2023-2024,SUB05,84,7
S913-25,2024-2025,SUB03,70,6
S416-24,2023-2024,SUB01,64,7
S831-25,2024-2025,SUB03,70,5
S422-24,2023-2024,SUB05,82,7
S230-24,2023-2024,SUB02,80,6
S428-24,2023-2024,SUB04,58,7
S432-25,2024-2025,SUB04,82,7
S031-24,2023-2024,SUB03,70,4
S434-24,2023-2024,SUB04,49,7
S435-24,2023-2024,SUB01,49,7
S495-25,2024-2025,SUB02,80,6
S438-24,2023-2024,SUB05,60,7
S610-25,2024-2025,SUB03,70,4
S443-25,2024-2025,SUB04,60,7
S964-25,2024-2025,SUB02,80,6
S455-25,2024-2025,SUB01,52,7
S456-24,2023-2024,SUB01,93,7
S460-24,2023-2024,SUB04,90,7
S461-25,2024-2025,SUB01,68,7
S461-25,2024-2025,SUB05,95,7
S466-24,2023-2024,SUB05,94,7
S468-25,2024-2025,SUB01,83,7
S969-24,2023-2024,SUB02,80,6
S473-25,2024-2025,SUB05,81,7
S529-25,2024-2025,SUB03,70,3
S559-25,2024-2025,SUB03,70,2
S601-25,2024-2025,SUB02,80,5
S480-24,2023-2024,SUB05,56,7
S393-25,2024-2025,SUB02,80,4
S485-25,2024-2025,SUB01,,7
S486-24,2023-2024,SUB01,90,7
S487-25,2024-2025,SUB05,94,7
S488-25,2024-2025,SUB04,83,7
S489-25,2024-2025,SUB05,83,7
S490-24,2023-2024,SUB01,72,7
S524-24,2023-2024,SUB02,80,4
S210-24,2023-2024,SUB03,70,
S496-24,2023-2024,SUB01,66,7
S500-24,2023-2024,SUB01,87,7
S500-24,2023-2024,SUB04,86,7
S505-25,2024-2025,SUB01,50,7
S586-25,2024-2025,SUB02,80,4
S535-24,2023-2024,SUB02,80,3
S507-25,2024-2025,SUB04,51,7
S508-25,2024-2025,SUB01,54,7
S508-25,2024-2025,SUB05,79,7
S510-24,2023-2024,SUB01,80,7
S515-24,2023-2024,SUB04,67,7
S516-25,2024-2025,SUB01,73,7
S518-25,2024-2025,SUB04,52,7
S611-24,2023-2024,SUB03,70,7
S522-24,2023-2024,SUB04,80,7
S523-25,2024-2025,SUB01,64,7
S523-25,2024-2025,SUB05,40,7
S903-25,2024-2025,SUB03,70,7
S855-24,2023-2024,SUB02,80,3
S527-25,2024-2025,SUB04,94,7
S530-24,2023-2024,SUB01,57,7
S531-25,2024-2025,SUB04,82,7
S532-24,2023-2024,SUB01,84,7
S533-25,2024-2025,SUB05,43,7
S535-24,2023-2024,SUB05,70,7
S536-24,2023-2024,SUB04,62,7
S536-24,2023-2024,SUB05,75,7
S304-25,2024-2025,SUB03,70,6
S538-24,2023-2024,SUB03,70,6
S539-25,2024-2025,SUB05,94,7
S609-25,2024-2025,SUB03,70,6
S545-24,2023-2024,SUB04,51,7
S548-24,2023-2024,SUB01,86,7
S548-24,2023-2024,SUB04,46,7
S352-25,2024-2025,SUB02,80,2
S824-24,2023-2024,SUB02,80,2
S918-25,2024-2025,SUB02,80,2
S553-25,2024-2025,SUB04,62,7
S557-25,2024-2025,SUB05,54,7
S622-24,2023-2024,SUB03,70,6
S609-25,2024-2025,SUB02,80,
S564-24,2023-2024,SUB05,76,7
S565-24,2023-2024,SUB01,51,7
S566-25,2024-2025,SUB01,69,7
S567-24,2023-2024,SUB01,48,7
S568-25,2024-2025,SUB05,58,7
S574-25,2024-2025,SUB04,,7
S870-24,2023-2024,SUB02,79,7
S580-25,2024-2025,SUB01,85,7
S659-25,2024-2025,SUB03,70,6
S034-24,2023-2024,SUB03,70,5
S476-25,2024-2025,SUB02,79,8
S585-24,2023-2024,SUB04,,7
S410-25,2024-2025,SUB03,70,5
S594-25,2024-2025,SUB01,45,7
S594-25,2024-2025,SUB04,57,7
S598-25,2024-2025,SUB01,67,7
S599-24,2023-2024,SUB01,,7
S601-25,2024-2025,SUB01,44,7
S607-25,2024-2025,SUB05,66,7
S608-24,2023-2024,SUB01,67,7
S609-25,2024-2025,SUB01,62,7
S611-24,2023-2024,SUB01,44,7
S613-25,2024-2025,SUB01,47,7
S619-24,2023-2024,SUB01,54,7
S620-25,2024-2025,SUB05,53,7
S347-24,2023-2024,SUB03,70,4
S434-24,2023-2024,SUB03,70,4
S623-24,2023-2024,SUB01,88,7
S882-24,2023-2024,SUB02,79,8
S842-25,2024-2025,SUB02,79,6
S279-24,2023-2024,SUB02,79,5
S629-24,2023-2024,SUB04,89,7
S621-24,2023-2024,SUB02,79,5
S632-25,2024-2025,SUB01,95,7
S872-25,2024-2025,SUB02,79,5
S633-25,2024-2025,SUB01,74,7
S633-25,2024-2025,SUB04,43,7
S636-25,2024-2025,SUB01,58,7
S578-25,2024-2025,SUB03,70,4
S414-25,2024-2025,SUB03,70,3
S022-25,2024-2025,SUB03,70,2
S586-25,2024-2025,SUB03,70,2
S641-25,2024-2025,SUB01,45,7
S641-25,2024-2025,SUB04,90,7
S641-25,2024-2025,SUB05,55,7
S737-25,2024-2025,SUB03,70,2
S646-25,2024-2025,SUB05,89,7
S648-25,2024-2025,SUB05,78,7
S649-24,2023-2024,SUB01,47,7
S869-24,2023-2024,SUB03,70,7
S841-24,2023-2024,SUB02,79,3
S656-25,2024-2025,SUB01,74,7
S994-24,2023-2024,SUB02,79,3
S659-25,2024-2025,SUB01,86,7
S250-25,2024-2025,SUB02,79,2
S117-25,2024-2025,SUB03,70,8
S422-24,2023-2024,SUB03,70,8
S661-25,2024-2025,SUB04,78,7
S782-25,2024-2025,SUB02,78,7
S172-25,2024-2025,SUB03,70,7
S900-25,2024-2025,SUB02,78,8
S378-24,2023-2024,SUB03,70,7
S668-25,2024-2025,SUB04,49,7
S674-25,2024-2025,SUB04,70,7
S208-25,2024-2025,SUB02,78,7
S719-25,2024-2025,SUB02,78,7
S043-25,2024-2025,SUB03,70,6
S678-25,2024-2025,SUB04,72,7
S679-25,2024-2025,SUB01,81,7
S679-25,2024-2025,SUB05,59,7
S682-25,2024-2025,SUB01,,7
S682-25,2024-2025,SUB04,53,7
S683-24,2023-2024,SUB04,84,7
S684-24,2023-2024,SUB01,50,7
S101-25,2024-2025,SUB03,70,6
S756-24,2023-2024,SUB02,78,7
S690-25,2024-2025,SUB05,48,7
S691-24,2023-2024,SUB01,79,7
S053-24,2023-2024,SUB02,78,6
S692-24,2023-2024,SUB04,55,7
S693-25,2024-2025,SUB05,80,7
S183-24,2023-2024,SUB02,78,6
S696-25,2024-2025,SUB05,52,7
S019-24,2023-2024,SUB02,78,5
S699-25,2024-2025,SUB05,85,7
S280-24,2023-2024,SUB03,70,6
S233-25,2024-2025,SUB02,78,5
S706-25,2024-2025,SUB05,80,7
S809-24,2023-2024,SUB02,78,5
S709-24,2023-2024,SUB01,75,7
S712-25,2024-2025,SUB05,59,7
S561-24,2023-2024,SUB02,78,4
S872-25,2024-2025,SUB03,70,6
S714-25,2024-2025,SUB05,82,7
S715-24,2023-2024,SUB01,40,7
S719-25,2024-2025,SUB01,45,7
S689-25,2024-2025,SUB02,78,4
S720-25,2024-2025,SUB01,62,7
S483-24,2023-2024,SUB02,78,3
S499-25,2024-2025,SUB02,78,2
S140-25,2024-2025,SUB03,70,5
S723-25,2024-2025,SUB05,69,7
S724-24,2023-2024,SUB04,88,7
S725-24,2023-2024,SUB01,64,7
S528-24,2023-2024,SUB02,78,2
S730-24,2023-2024,SUB04,95,7
S336-24,2023-2024,SUB03,70,5
S732-24,2023-2024,SUB04,43,7
S732-24,2023-2024,SUB05,50,7
S735-24,2023-2024,SUB05,,7
S592-24,2023-2024,SUB02,78,2
S633-25,2024-2025,SUB02,78,
S742-24,2023-2024,SUB04,89,7
S742-24,2023-2024,SUB05,75,7
S743-24,2023-2024,SUB05,77,7
S702-24,2023-2024,SUB03,70,5
S751-24,2023-2024,SUB04,,7
S752-25,2024-2025,SUB01,83,7
S859-24,2023-2024,SUB03,70,5
S390-25,2024-2025,SUB03,70,4
S756-24,2023-2024,SUB01,94,7
S058-25,2024-2025,SUB02,77,7
S760-24,2023-2024,SUB05,49,7
S761-24,2023-2024,SUB01,52,7
S189-24,2023-2024,SUB02,77,7
S091-24,2023-2024,SUB03,70,3
S765-25,2024-2025,SUB01,48,7
S770-24,2023-2024,SUB01,,7
S773-24,2023-2024,SUB05,92,7
S065-25,2024-2025,SUB02,77,7
S779-25,2024-2025,SUB04,,7
S150-24,2023-2024,SUB03,70,3
S783-24,2023-2024,SUB04,93,7
S785-25,2024-2025,SUB04,68,7
S786-25,2024-2025,SUB05,48,7
S787-25,2024-2025,SUB01,78,7
S195-25,2024-2025,SUB02,77,7
S787-25,2024-2025,SUB04,51,7
S725-24,2023-2024,SUB02,77,7
S790-24,2023-2024,SUB01,51,7
S359-24,2023-2024,SUB02,77,4
S795-24,2023-2024,SUB01,58,7
S796-24,2023-2024,SUB01,87,7
S796-24,2023-2024,SUB05,87,7
S797-24,2023-2024,SUB05,,7
S800-25,2024-2025,SUB05,,7
S306-24,2023-2024,SUB03,70,3
S804-25,2024-2025,SUB01,67,7
S395-25,2024-2025,SUB03,70,3
S812-24,2023-2024,SUB01,59,7
S544-25,2024-2025,SUB03,70,3
S695-24,2023-2024,SUB03,70,3
S817-24,2023-2024,SUB04,92,7
S821-24,2023-2024,SUB04,67,7
S823-25,2024-2025,SUB04,59,7
S826-25,2024-2025,SUB01,70,7
S826-25,2024-2025,SUB04,64,7
S827-24,2023-2024,SUB05,57,7
S888-24,2023-2024,SUB03,70,3
S368-24,2023-2024,SUB03,70,2
S830-24,2023-2024,SUB04,49,7
S831-25,2024-2025,SUB01,64,7
S831-25,2024-2025,SUB04,54,7
S478-24,2023-2024,SUB02,77,4
S836-25,2024-2025,SUB04,85,7
S516-25,2024-2025,SUB02,77,4
S533-25,2024-2025,SUB03,70,2
S720-25,2024-2025,SUB03,70,2
S846-25,2024-2025,SUB01,74,7
S672-24,2023-2024,SUB02,77,4
S846-25,2024-2025,SUB05,67,7
S800-25,2024-2025,SUB02,77,4
S458-24,2023-2024,SUB02,77,3
S848-24,2023-2024,SUB04,65,7
S848-24,2023-2024,SUB05,,7
S849-24,2023-2024,SUB01,41,7
S910-25,2024-2025,SUB02,77,3
S853-25,2024-2025,SUB05,93,7
S854-24,2023-2024,SUB01,45,7
S072-25,2024-2025,SUB02,77,2
S863-25,2024-2025,SUB01,92,7
S112-25,2024-2025,SUB02,77,2
S864-24,2023-2024,SUB05,62,7
S869-24,2023-2024,SUB01,82,7
S493-25,2024-2025,SUB02,77,2
S869-24,2023-2024,SUB04,93,7
S999-24,2023-2024,SUB03,70,2
S872-25,2024-2025,SUB01,53,7
S754-24,2023-2024,SUB02,77,2
S568-25,2024-2025,SUB03,70,
S875-24,2023-2024,SUB01,83,7
S876-24,2023-2024,SUB01,44,7
S876-24,2023-2024,SUB05,46,7
S877-25,2024-2025,SUB04,53,7
S879-25,2024-2025,SUB01,57,7
S892-25,2024-2025,SUB02,77,2
S884-25,2024-2025,SUB05,67,7
S885-24,2023-2024,SUB05,65,7
S886-24,2023-2024,SUB05,80,7
S888-24,2023-2024,SUB05,,7
S642-25,2024-2025,SUB03,70,
S893-24,2023-2024,SUB01,82,7
S894-25,2024-2025,SUB01,47,7
S894-25,2024-2025,SUB05,46,7
S850-25,2024-2025,SUB03,70,
S007-24,2023-2024,SUB02,76,7
S277-24,2023-2024,SUB03,70,7
S661-25,2024-2025,SUB03,70,7
S900-25,2024-2025,SUB05,56,7
S902-24,2023-2024,SUB05,46,7
S881-24,2023-2024,SUB03,70,7
S904-24,2023-2024,SUB04,86,7
S840-25,2024-2025,SUB03,70,8
S906-24,2023-2024,SUB01,63,7
S907-24,2023-2024,SUB01,83,7
S413-25,2024-2025,SUB03,70,6
S048-25,2024-2025,SUB02,76,7
S641-25,2024-2025,SUB03,70,6
S912-24,2023-2024,SUB05,87,7
S915-25,2024-2025,SUB01,61,7
S599-24,2023-2024,SUB02,76,8
S836-25,2024-2025,SUB03,70,6
S924-25,2024-2025,SUB04,93,7
S925-25,2024-2025,SUB01,42,7
S926-24,2023-2024,SUB04,52,7
S929-24,2023-2024,SUB04,93,7
S719-25,2024-2025,SUB03,70,5
S933-25,2024-2025,SUB04,85,7
S015-24,2023-2024,SUB03,70,4
S936-25,2024-2025,SUB04,42,7
S261-24,2023-2024,SUB03,70,4
S990-25,2024-2025,SUB03,70,4
S677-25,2024-2025,SUB02,76,8
S942-24,2023-2024,SUB04,59,7
S904-24,2023-2024,SUB02,76,8
S143-25,2024-2025,SUB03,70,2
S474-25,2024-2025,SUB02,76,5
S948-24,2023-2024,SUB05,49,7
S230-24,2023-2024,SUB03,70,2
S563-24,2023-2024,SUB02,76,5
S323-25,2024-2025,SUB03,70,2
S952-25,2024-2025,SUB05,57,7
S415-24,2023-2024,SUB03,70,2
S957-24,2023-2024,SUB05,82,7
S631-25,2024-2025,SUB02,76,5
S960-25,2024-2025,SUB04,70,7
S963-25,2024-2025,SUB05,64,7
S964-25,2024-2025,SUB04,77,7
S875-24,2023-2024,SUB02,76,5
S968-25,2024-2025,SUB01,,7
S459-24,2023-2024,SUB03,70,2
S968-25,2024-2025,SUB05,89,7
S973-25,2024-2025,SUB01,45,7
S017-25,2024-2025,SUB02,76,4
S427-25,2024-2025,SUB03,70,
S979-25,2024-2025,SUB04,93,7
S984-25,2024-2025,SUB05,46,7
S989-24,2023-2024,SUB04,92,7
S989-24,2023-2024,SUB05,87,7
S091-24,2023-2024,SUB02,76,4
S528-24,2023-2024,SUB03,70,
S990-25,2024-2025,SUB05,50,7
S983-25,2024-2025,SUB03,70,
S517-25,2024-2025,SUB03,70,7
S996-24,2023-2024,SUB01,93,7
S383-24,2023-2024,SUB03,70,8
S998-25,2024-2025,SUB01,66,7
S135-25,2024-2025,SUB02,76,4
S029-24,2023-2024,SUB01,83,7
S594-25,2024-2025,SUB04,57,7
S580-25,2024-2025,SUB03,70,8
S641-25,2024-2025,SUB04,90,7
S001-24,2023-2024,SUB05,82,6
S003-24,2023-2024,SUB01,95,6
S003-24,2023-2024,SUB04,67,6
S434-24,2023-2024,SUB02,76,4
S400-25,2024-2025,SUB03,70,7
S008-24,2023-2024,SUB05,67,6
S009-24,2023-2024,SUB04,78,6
S010-24,2023-2024,SUB01,74,6
S011-24,2023-2024,SUB05,80,6
S457-25,2024-2025,SUB02,76,4
S400-25,2024-2025,SUB03,70,7
S013-24,2023-2024,SUB04,78,6
S752-25,2024-2025,SUB02,76,4
S015-24,2023-2024,SUB01,40,6
S016-25,2024-2025,SUB04,46,6
S279-24,2023-2024,SUB03,70,6
S039-24,2023-2024,SUB03,70,4
S309-25,2024-2025,SUB03,70,4
S026-24,2023-2024,SUB01,87,6
S028-25,2024-2025,SUB04,83,6
S028-25,2024-2025,SUB05,,6
S031-24,2023-2024,SUB04,83,6
S828-25,2024-2025,SUB02,76,4
S033-25,2024-2025,SUB01,50,6
S033-25,2024-2025,SUB05,82,6
S392-24,2023-2024,SUB03,70,4
S038-25,2024-2025,SUB05,60,6
S557-25,2024-2025,SUB03,74,4
S043-25,2024-2025,SUB01,95,6
S044-25,2024-2025,SUB01,78,6
S047-24,2023-2024,SUB04,80,6
S048-25,2024-2025,SUB04,90,6
S211-25,2024-2025,SUB02,76,3
S052-25,2024-2025,SUB05,,6
S370-25,2024-2025,SUB02,76,3
S146-25,2024-2025,SUB03,74,3
S056-25,2024-2025,SUB05,56,6
S057-24,2023-2024,SUB01,70,6
S641-25,2024-2025,SUB02,76,3
S057-24,2023-2024,SUB05,66,6
S058-25,2024-2025,SUB01,51,6
S685-24,2023-2024,SUB02,76,3
S064-25,2024-2025,SUB04,57,6
S065-25,2024-2025,SUB04,78,6
S353-24,2023-2024,SUB03,74,3
S066-25,2024-2025,SUB04,70,6
S068-25,2024-2025,SUB04,45,6
S071-25,2024-2025,SUB01,92,6
S523-25,2024-2025,SUB03,74,2
S072-25,2024-2025,SUB04,43,6
S073-24,2023-2024,SUB04,50,6
S075-25,2024-2025,SUB01,42,6
S075-25,2024-2025,SUB05,58,6
S078-24,2023-2024,SUB01,84,6
S420-24,2023-2024,SUB02,76,2
S937-24,2023-2024,SUB02,76,2
S080-25,2024-2025,SUB04,66,6
S365-24,2023-2024,SUB02,75,7
S086-24,2023-2024,SUB04,64,6
S228-25,2024-2025,SUB03,74,
S963-25,2024-2025,SUB02,75,7
S874-24,2023-2024,SUB03,73,7
S801-24,2023-2024,SUB03,73,8
S096-25,2024-2025,SUB04,79,6
S097-24,2023-2024,SUB01,60,6
S063-24,2023-2024,SUB02,75,7
S101-25,2024-2025,SUB01,60,6
S101-25,2024-2025,SUB04,89,6
S101-25,2024-2025,SUB05,92,6
S151-24,2023-2024,SUB03,73,7
S792-24,2023-2024,SUB03,73,7
S107-25,2024-2025,SUB01,61,6
S370-25,2024-2025,SUB03,73,6
S108-24,2023-2024,SUB05,89,6
S109-25,2024-2025,SUB04,60,6
S501-24,2023-2024,SUB03,73,6
S111-25,2024-2025,SUB05,76,6
S204-24,2023-2024,SUB02,75,7
S561-24,2023-2024,SUB03,73,5
S113-25,2024-2025,SUB04,58,6
S116-25,2024-2025,SUB05,50,6
S118-24,2023-2024,SUB01,68,6
S688-25,2024-2025,SUB02,75,8
S003-24,2023-2024,SUB02,75,7
S123-24,2023-2024,SUB01,87,6
S124-25,2024-2025,SUB05,77,6
S127-25,2024-2025,SUB04,78,6
S128-25,2024-2025,SUB05,92,6
S150-24,2023-2024,SUB02,75,7
S130-24,2023-2024,SUB01,49,6
S630-24,2023-2024,SUB02,75,7
S132-24,2023-2024,SUB04,74,6
S134-24,2023-2024,SUB05,45,6
S135-25,2024-2025,SUB01,62,6
S137-24,2023-2024,SUB05,,6
S537-24,2023-2024,SUB03,73,4
S915-25,2024-2025,SUB02,75,7
S141-24,2023-2024,SUB04,89,6
S514-24,2023-2024,SUB02,75,6
S145-25,2024-2025,SUB05,61,6
S374-25,2024-2025,SUB03,73,2
S150-24,2023-2024,SUB04,80,6
S151-24,2023-2024,SUB05,88,6
S156-25,2024-2025,SUB01,42,6
S282-24,2023-2024,SUB02,75,4
S158-25,2024-2025,SUB04,66,6
S160-25,2024-2025,SUB05,51,6
S963-25,2024-2025,SUB03,73,2
S419-25,2024-2025,SUB02,75,3
S425-24,2023-2024,SUB03,73,
S767-25,2024-2025,SUB03,73,
S166-25,2024-2025,SUB05,,6
S167-25,2024-2025,SUB01,78,6
S084-25,2024-2025,SUB03,72,7
S148-25,2024-2025,SUB03,72,7
S171-25,2024-2025,SUB01,57,6
S171-25,2024-2025,SUB04,86,6
S161-24,2023-2024,SUB03,72,8
S177-24,2023-2024,SUB05,88,6
S634-25,2024-2025,SUB02,75,3
S346-25,2024-2025,SUB03,72,8
S397-24,2023-2024,SUB02,75,2
S179-24,2023-2024,SUB05,72,6
S180-25,2024-2025,SUB04,87,6
S182-24,2023-2024,SUB04,74,6
S182-24,2023-2024,SUB05,88,6
S757-24,2023-2024,SUB02,75,2
S185-25,2024-2025,SUB01,85,6
S185-25,2024-2025,SUB05,79,6
S781-24,2023-2024,SUB02,75,2
S412-25,2024-2025,SUB03,72,8
S189-24,2023-2024,SUB01,81,6
S987-24,2023-2024,SUB03,72,8
S161-24,2023-2024,SUB03,72,8
S197-25,2024-2025,SUB05,63,6
S201-24,2023-2024,SUB05,66,6
S202-25,2024-2025,SUB01,66,6
S203-24,2023-2024,SUB01,65,6
S203-24,2023-2024,SUB05,56,6
S205-25,2024-2025,SUB04,71,6
S099-24,2023-2024,SUB03,72,7
S208-25,2024-2025,SUB04,79,6
S001-24,2023-2024,SUB03,72,6
S216-24,2023-2024,SUB01,61,6
S029-24,2023-2024,SUB02,74,7
S220-24,2023-2024,SUB01,66,6
S222-24,2023-2024,SUB05,90,6
S223-24,2023-2024,SUB01,69,6
S223-24,2023-2024,SUB05,,6
S443-25,2024-2025,SUB02,74,7
S224-24,2023-2024,SUB05,78,6
S228-25,2024-2025,SUB04,94,6
S544-25,2024-2025,SUB02,74,7
S231-24,2023-2024,SUB05,94,6
S484-24,2023-2024,SUB03,72,6
S333-25,2024-2025,SUB02,74,8
S237-24,2023-2024,SUB04,68,6
S063-24,2023-2024,SUB03,72,5
S244-25,2024-2025,SUB01,,6
S835-24,2023-2024,SUB02,74,8
S105-25,2024-2025,SUB03,72,5
S255-25,2024-2025,SUB04,50,6
S256-25,2024-2025,SUB01,82,6
S257-24,2023-2024,SUB05,86,6
S258-25,2024-2025,SUB01,91,6
S258-25,2024-2025,SUB04,93,6
S261-24,2023-2024,SUB04,66,6
S261-24,2023-2024,SUB05,51,6
S018-24,2023-2024,SUB02,74,7
S273-24,2023-2024,SUB05,44,6
S276-25,2024-2025,SUB04,76,6
S276-25,2024-2025,SUB05,92,6
S277-24,2023-2024,SUB05,88,6
S279-24,2023-2024,SUB05,80,6
S282-24,2023-2024,SUB01,86,6
S285-25,2024-2025,SUB04,68,6
S287-24,2023-2024,SUB04,87,6
S289-25,2024-2025,SUB04,45,6
S144-24,2023-2024,SUB03,72,5
S800-25,2024-2025,SUB03,72,5
S294-25,2024-2025,SUB05,58,6
S295-25,2024-2025,SUB05,87,6
S970-25,2024-2025,SUB03,72,4
S296-25,2024-2025,SUB05,82,6
S297-24,2023-2024,SUB01,95,6
S299-25,2024-2025,SUB04,93,6
S301-24,2023-2024,SUB01,94,6
S167-25,2024-2025,SUB03,72,3
S685-24,2023-2024,SUB03,72,3
S919-24,2023-2024,SUB02,74,6
S085-24,2023-2024,SUB03,72,2
S108-24,2023-2024,SUB03,72,2
S950-24,2023-2024,SUB02,74,6
S309-25,2024-2025,SUB04,46,6
S284-24,2023-2024,SUB03,71,7
S321-24,2023-2024,SUB03,71,7
S312-24,2023-2024,SUB05,80,6
S313-24,2023-2024,SUB05,70,6
S316-24,2023-2024,SUB04,60,6
S581-24,2023-2024,SUB03,71,7
S319-25,2024-2025,SUB05,93,6
S957-24,2023-2024,SUB02,74,6
S322-24,2023-2024,SUB01,40,6
S949-25,2024-2025,SUB02,74,5
S485-25,2024-2025,SUB02,74,4
S326-25,2024-2025,SUB01,47,6
S916-25,2024-2025,SUB02,74,3
S330-25,2024-2025,SUB04,77,6
S334-24,2023-2024,SUB01,95,6
S624-25,2024-2025,SUB03,71,8
S336-24,2023-2024,SUB04,40,6
S337-25,2024-2025,SUB01,43,6
S340-24,2023-2024,SUB05,42,6
S342-24,2023-2024,SUB05,64,6
S095-24,2023-2024,SUB02,74,2
S746-24,2023-2024,SUB03,71,8
S345-25,2024-2025,SUB04,41,6
S214-25,2024-2025,SUB03,71,7
S351-25,2024-2025,SUB05,66,6
S739-24,2023-2024,SUB03,71,7
S354-25,2024-2025,SUB01,48,6
S338-24,2023-2024,SUB02,74,2
S359-24,2023-2024,SUB05,95,6
S364-24,2023-2024,SUB03,71,6
S361-24,2023-2024,SUB01,73,6
S363-24,2023-2024,SUB05,59,6
S366-25,2024-2025,SUB04,85,6
S367-24,2023-2024,SUB01,77,6
S368-24,2023-2024,SUB05,68,6
S858-25,2024-2025,SUB02,74,2
S371-24,2023-2024,SUB05,87,6
S531-25,2024-2025,SUB03,71,6
S436-25,2024-2025,SUB03,71,5
S380-25,2024-2025,SUB01,71,6
S382-25,2024-2025,SUB01,,6
S086-24,2023-2024,SUB03,71,4
S385-25,2024-2025,SUB01,64,6
S830-24,2023-2024,SUB02,73,7
S378-24,2023-2024,SUB02,73,8
S392-24,2023-2024,SUB04,65,6
S394-24,2023-2024,SUB04,43,6
S394-24,2023-2024,SUB05,78,6
S461-25,2024-2025,SUB02,73,8
S354-25,2024-2025,SUB03,71,4
S398-25,2024-2025,SUB05,59,6
S401-25,2024-2025,SUB01,84,6
S401-25,2024-2025,SUB04,65,6
S403-25,2024-2025,SUB05,85,6
S406-24,2023-2024,SUB05,93,6
S649-24,2023-2024,SUB03,71,3
S409-24,2023-2024,SUB04,93,6
S548-24,2023-2024,SUB03,71,2
S412-25,2024-2025,SUB01,64,6
S414-25,2024-2025,SUB04,91,6
S175-24,2023-2024,SUB02,73,7
S420-24,2023-2024,SUB01,42,6
S421-24,2023-2024,SUB01,42,6
S300-25,2024-2025,SUB02,73,7
S424-25,2024-2025,SUB04,85,6
S426-25,2024-2025,SUB04,83,6
S428-24,2023-2024,SUB01,56,6
S429-24,2023-2024,SUB04,77,6
S653-24,2023-2024,SUB02,73,6
S433-24,2023-2024,SUB04,75,6
S434-24,2023-2024,SUB05,46,6
S436-25,2024-2025,SUB05,,6
S437-24,2023-2024,SUB05,71,6
S438-24,2023-2024,SUB01,,6
S542-25,2024-2025,SUB02,73,5
S839-25,2024-2025,SUB03,71,2
S442-25,2024-2025,SUB05,87,6
S444-25,2024-2025,SUB04,73,6
S444-25,2024-2025,SUB05,47,6
S236-24,2023-2024,SUB02,73,4
S193-25,2024-2025,SUB03,71,
S468-25,2024-2025,SUB03,70,8
S462-25,2024-2025,SUB01,73,6
S348-25,2024-2025,SUB02,73,4
S468-25,2024-2025,SUB05,48,6
S469-25,2024-2025,SUB04,61,6
S469-25,2024-2025,SUB05,74,6
S404-25,2024-2025,SUB02,73,4
S490-24,2023-2024,SUB02,73,4
S479-25,2024-2025,SUB04,60,6
S082-25,2024-2025,SUB02,73,3
S482-24,2023-2024,SUB05,56,6
S483-24,2023-2024,SUB04,92,6
S212-24,2023-2024,SUB03,70,7
S486-24,2023-2024,SUB04,64,6
S486-24,2023-2024,SUB05,90,6
S016-25,2024-2025,SUB03,70,5
S005-24,2023-2024,SUB03,70,4
S493-25,2024-2025,SUB04,74,6
S494-24,2023-2024,SUB01,90,6
S081-25,2024-2025,SUB03,70,4
S396-24,2023-2024,SUB02,73,3
S704-25,2024-2025,SUB02,73,3
S501-24,2023-2024,SUB05,40,6
S503-25,2024-2025,SUB01,67,6
S507-25,2024-2025,SUB01,66,6
S511-24,2023-2024,SUB04,53,6
S512-24,2023-2024,SUB04,84,6
S513-25,2024-2025,SUB01,87,6
S733-25,2024-2025,SUB02,73,3
S515-24,2023-2024,SUB05,48,6
S516-25,2024-2025,SUB04,49,6
S518-25,2024-2025,SUB01,62,6
S520-25,2024-2025,SUB01,56,6
S521-25,2024-2025,SUB01,68,6
S465-24,2023-2024,SUB02,73,2
S529-25,2024-2025,SUB01,94,6
S517-25,2024-2025,SUB02,73,2
S533-25,2024-2025,SUB01,79,6
S533-25,2024-2025,SUB04,48,6
S004-24,2023-2024,SUB02,72,7
S052-25,2024-2025,SUB02,72,7
