student_id,academic_year,subject_code,subject_name,internal_marks,external_mark
S871-25,2024-2025,SUB02,Science,19,50
S886-24,2023-2024,SUB02,Science,19,23
S898-24,2023-2024,SUB02,Science,19,54
S909-25,2024-2025,SUB02,Science,19,41
S920-25,2024-2025,SUB01,Mathematics,22,30
S931-24,2023-2024,SUB02,Science,19,52
S119-24,2023-2024,SUB01,Mathematics,21,30
S629-24,2023-2024,SUB01,Mathematics,19,30
S517-25,2024-2025,SUB01,Mathematics,18,30
S707-25,2024-2025,SUB01,Mathematics,18,30
S090-25,2024-2025,SUB01,Mathematics,15,30
S977-24,2023-2024,SUB02,Science,19,16
S980-25,2024-2025,SUB03,English,19,36
S989-24,2023-2024,SUB03,English,19,21
S501-24,2023-2024,SUB01,Mathematics,11,30
S994-24,2023-2024,SUB02,Science,19,33
S003-24,2023-2024,SUB03,English,18,
S355-25,2024-2025,SUB01,Mathematics,10,30
S977-24,2023-2024,SUB01,Mathematics,10,30
S024-25,2024-2025,SUB02,Science,18,16
S039-24,2023-2024,SUB02,Science,18,23
S065-25,2024-2025,SUB03,English,18,53
S097-24,2023-2024,SUB02,Science,18,37
S131-24,2023-2024,SUB03,English,18,47
S137-24,2023-2024,SUB02,Science,18,10
S139-24,2023-2024,SUB02,Science,18,18
S541-25,2024-2025,SUB01,Mathematics,7,30
S147-25,2024-2025,SUB03,English,18,16
S151-24,2023-2024,SUB03,English,18,13
S170-24,2023-2024,SUB03,English,18,44
S884-25,2024-2025,SUB01,Mathematics,7,30
S189-24,2023-2024,SUB03,English,18,17
S194-25,2024-2025,SUB03,English,18,54
S205-25,2024-2025,SUB02,Science,18,41
S212-24,2023-2024,SUB03,English,18,17
S216-24,2023-2024,SUB02,Science,18,32
S098-25,2024-2025,SUB01,Mathematics,5,30
S142-25,2024-2025,SUB01,Mathematics,3,30
S018-24,2023-2024,SUB01,Mathematics,,30
S235-24,2023-2024,SUB03,English,18,23
S599-24,2023-2024,SUB01,Mathematics,40,29
S257-24,2023-2024,SUB02,Science,18,51
S560-25,2024-2025,SUB01,Mathematics,34,29
S263-24,2023-2024,SUB02,Science,18,18
S301-24,2023-2024,SUB02,Science,18,30
S642-25,2024-2025,SUB01,Mathematics,34,29
S169-24,2023-2024,SUB01,Mathematics,33,29
S351-25,2024-2025,SUB02,Science,18,22
S370-25,2024-2025,SUB02,Science,18,21
S384-25,2024-2025,SUB02,Science,18,35
S390-25,2024-2025,SUB02,Science,18,36
S564-24,2023-2024,SUB01,Mathematics,32,29
S411-25,2024-2025,SUB02,Science,18,16
S423-25,2024-2025,SUB02,Science,18,33
S996-24,2023-2024,SUB01,Mathematics,27,29
S310-25,2024-2025,SUB01,Mathematics,26,29
S008-24,2023-2024,SUB01,Mathematics,25,29
S475-24,2023-2024,SUB02,Science,18,22
S345-25,2024-2025,SUB01,Mathematics,22,29
S489-25,2024-2025,SUB02,Science,18,48
S133-24,2023-2024,SUB01,Mathematics,20,29
S597-25,2024-2025,SUB05,Computer Science,8,31
S347-24,2023-2024,SUB05,Computer Science,7,31
S855-24,2023-2024,SUB05,Computer Science,,31
S792-24,2023-2024,SUB04,Social Studies,18,52
S102-25,2024-2025,SUB04,Social Studies,18,50
S830-24,2023-2024,SUB04,Social Studies,18,50
S868-24,2023-2024,SUB04,Social Studies,18,49
S603-25,2024-2025,SUB04,Social Studies,18,48
S118-24,2023-2024,SUB05,Computer Science,30,30
S732-24,2023-2024,SUB05,Computer Science,30,30
S882-24,2023-2024,SUB05,Computer Science,25,30
S511-24,2023-2024,SUB02,Science,18,14
S685-24,2023-2024,SUB04,Social Studies,18,47
S139-24,2023-2024,SUB05,Computer Science,23,30
S999-24,2023-2024,SUB01,Mathematics,20,29
S225-24,2023-2024,SUB05,Computer Science,20,30
S199-24,2023-2024,SUB05,Computer Science,18,30
S043-25,2024-2025,SUB04,Social Studies,18,42
S301-24,2023-2024,SUB05,Computer Science,17,30
S281-24,2023-2024,SUB04,Social Studies,18,41
S396-24,2023-2024,SUB05,Computer Science,17,30
S856-24,2023-2024,SUB04,Social Studies,18,40
S112-25,2024-2025,SUB04,Social Studies,18,38
S452-24,2023-2024,SUB04,Social Studies,18,38
S168-25,2024-2025,SUB04,Social Studies,18,37
S833-25,2024-2025,SUB01,Mathematics,19,29
S063-24,2023-2024,SUB05,Computer Science,16,30
S882-24,2023-2024,SUB04,Social Studies,18,36
S315-24,2023-2024,SUB05,Computer Science,15,30
S668-25,2024-2025,SUB04,Social Studies,18,35
S582-25,2024-2025,SUB04,Social Studies,18,34
S041-25,2024-2025,SUB05,Computer Science,14,30
S790-24,2023-2024,SUB04,Social Studies,18,33
S157-24,2023-2024,SUB04,Social Studies,18,30
S064-25,2024-2025,SUB05,Computer Science,12,30
S890-25,2024-2025,SUB05,Computer Science,12,30
S607-25,2024-2025,SUB04,Social Studies,18,29
S797-24,2023-2024,SUB05,Computer Science,10,30
S271-25,2024-2025,SUB05,Computer Science,5,30
S219-25,2024-2025,SUB05,Computer Science,,30
S978-25,2024-2025,SUB04,Social Studies,18,27
S341-25,2024-2025,SUB04,Social Studies,18,26
S654-25,2024-2025,SUB04,Social Studies,18,26
S888-24,2023-2024,SUB04,Social Studies,18,26
S496-24,2023-2024,SUB05,Computer Science,,30
S831-25,2024-2025,SUB04,Social Studies,18,24
S469-25,2024-2025,SUB04,Social Studies,18,23
S955-25,2024-2025,SUB05,Computer Science,31,29
S942-24,2023-2024,SUB04,Social Studies,18,23
S346-25,2024-2025,SUB04,Social Studies,18,22
S857-24,2023-2024,SUB05,Computer Science,30,29
S340-24,2023-2024,SUB04,Social Studies,18,20
S035-25,2024-2025,SUB04,Social Studies,18,19
S466-24,2023-2024,SUB04,Social Studies,18,19
S886-24,2023-2024,SUB05,Computer Science,30,29
S504-24,2023-2024,SUB04,Social Studies,18,18
S796-24,2023-2024,SUB05,Computer Science,30,29
S852-25,2024-2025,SUB04,Social Studies,18,18
S354-25,2024-2025,SUB05,Computer Science,29,29
S443-25,2024-2025,SUB05,Computer Science,28,29
S428-24,2023-2024,SUB05,Computer Science,23,29
S651-24,2023-2024,SUB05,Computer Science,21,29
S348-25,2024-2025,SUB05,Computer Science,18,29
S181-25,2024-2025,SUB04,Social Studies,18,11
S536-24,2023-2024,SUB03,English,18,42
S819-24,2023-2024,SUB04,Social Studies,18,11
S453-24,2023-2024,SUB05,Computer Science,17,29
S148-25,2024-2025,SUB04,Social Studies,18,
S199-24,2023-2024,SUB04,Social Studies,18,
S972-24,2023-2024,SUB05,Computer Science,17,29
S332-25,2024-2025,SUB04,Social Studies,18,
S784-24,2023-2024,SUB05,Computer Science,16,29
S600-25,2024-2025,SUB05,Computer Science,15,29
S380-25,2024-2025,SUB05,Computer Science,13,29
S775-24,2023-2024,SUB04,Social Studies,18,
S247-25,2024-2025,SUB05,Computer Science,9,29
S548-24,2023-2024,SUB03,English,18,27
S558-24,2023-2024,SUB03,English,18,38
S562-24,2023-2024,SUB02,Science,18,25
S566-25,2024-2025,SUB02,Science,18,42
S628-24,2023-2024,SUB03,English,18,34
S655-25,2024-2025,SUB03,English,18,28
S930-25,2024-2025,SUB01,Mathematics,19,29
S613-25,2024-2025,SUB01,Mathematics,17,29
S660-24,2023-2024,SUB02,Science,18,11
S661-25,2024-2025,SUB02,Science,18,19
S663-24,2023-2024,SUB03,English,18,32
S485-25,2024-2025,SUB01,Mathematics,15,29
S690-25,2024-2025,SUB02,Science,18,45
S523-25,2024-2025,SUB01,Mathematics,15,29
S704-25,2024-2025,SUB02,Science,18,45
S548-24,2023-2024,SUB01,Mathematics,13,29
S716-25,2024-2025,SUB02,Science,18,38
S734-25,2024-2025,SUB03,English,18,45
S681-25,2024-2025,SUB01,Mathematics,13,29
S774-25,2024-2025,SUB02,Science,18,29
S787-25,2024-2025,SUB03,English,18,32
S346-25,2024-2025,SUB01,Mathematics,11,29
S795-24,2023-2024,SUB03,English,18,37
S800-25,2024-2025,SUB02,Science,18,47
S487-25,2024-2025,SUB01,Mathematics,8,29
S804-25,2024-2025,SUB03,English,18,44
S823-25,2024-2025,SUB03,English,18,23
S844-24,2023-2024,SUB03,English,18,29
S846-25,2024-2025,SUB03,English,18,42
S848-24,2023-2024,SUB02,Science,18,32
S858-25,2024-2025,SUB02,Science,18,42
S867-24,2023-2024,SUB03,English,18,27
S452-24,2023-2024,SUB01,Mathematics,6,29
S356-24,2023-2024,SUB01,Mathematics,,29
S930-25,2024-2025,SUB03,English,18,49
S943-24,2023-2024,SUB03,English,18,24
S944-25,2024-2025,SUB02,Science,18,54
S960-25,2024-2025,SUB02,Science,18,40
S902-24,2023-2024,SUB01,Mathematics,33,28
S981-24,2023-2024,SUB03,English,18,47
S989-24,2023-2024,SUB02,Science,18,49
S994-24,2023-2024,SUB03,English,18,54
S704-25,2024-2025,SUB01,Mathematics,31,28
S183-24,2023-2024,SUB01,Mathematics,30,28
S018-24,2023-2024,SUB03,English,17,30
S031-24,2023-2024,SUB03,English,17,35
S040-25,2024-2025,SUB03,English,17,35
S964-25,2024-2025,SUB01,Mathematics,29,28
S070-25,2024-2025,SUB03,English,17,14
S072-25,2024-2025,SUB03,English,17,24
S082-25,2024-2025,SUB02,Science,17,44
S329-24,2023-2024,SUB01,Mathematics,22,28
S090-25,2024-2025,SUB02,Science,17,24
S093-24,2023-2024,SUB03,English,17,29
S109-25,2024-2025,SUB03,English,17,35
S117-25,2024-2025,SUB02,Science,17,18
S132-24,2023-2024,SUB03,English,17,11
S136-25,2024-2025,SUB03,English,17,53
S153-25,2024-2025,SUB03,English,17,5
S664-25,2024-2025,SUB01,Mathematics,22,28
S219-25,2024-2025,SUB02,Science,17,18
S222-24,2023-2024,SUB03,English,17,17
S126-25,2024-2025,SUB01,Mathematics,21,28
S084-25,2024-2025,SUB01,Mathematics,20,28
S237-24,2023-2024,SUB02,Science,17,23
S290-25,2024-2025,SUB01,Mathematics,17,28
S696-25,2024-2025,SUB01,Mathematics,15,28
S279-24,2023-2024,SUB01,Mathematics,11,28
S286-24,2023-2024,SUB02,Science,17,28
S521-25,2024-2025,SUB01,Mathematics,11,28
S603-25,2024-2025,SUB01,Mathematics,9,28
S611-24,2023-2024,SUB01,Mathematics,9,28
S011-24,2023-2024,SUB01,Mathematics,34,27
S498-25,2024-2025,SUB01,Mathematics,34,27
S200-25,2024-2025,SUB01,Mathematics,33,27
S335-24,2023-2024,SUB03,English,17,25
S348-25,2024-2025,SUB03,English,17,20
S354-25,2024-2025,SUB03,English,17,27
S355-25,2024-2025,SUB03,English,17,54
S365-24,2023-2024,SUB03,English,17,17
S366-25,2024-2025,SUB03,English,17,14
S382-25,2024-2025,SUB02,Science,17,48
S394-24,2023-2024,SUB03,English,17,34
S403-25,2024-2025,SUB03,English,17,26
S997-24,2023-2024,SUB01,Mathematics,33,27
S422-24,2023-2024,SUB02,Science,17,25
S442-25,2024-2025,SUB02,Science,17,29
S444-25,2024-2025,SUB02,Science,17,39
S172-25,2024-2025,SUB01,Mathematics,32,27
S468-25,2024-2025,SUB02,Science,17,14
S733-25,2024-2025,SUB01,Mathematics,31,27
S311-24,2023-2024,SUB01,Mathematics,30,27
S488-25,2024-2025,SUB03,English,17,30
S141-24,2023-2024,SUB01,Mathematics,29,27
S518-25,2024-2025,SUB03,English,17,31
S530-24,2023-2024,SUB03,English,17,31
S544-25,2024-2025,SUB04,Social Studies,17,50
S550-24,2023-2024,SUB04,Social Studies,17,50
S626-25,2024-2025,SUB05,Computer Science,9,29
S634-25,2024-2025,SUB05,Computer Science,9,29
S124-25,2024-2025,SUB04,Social Studies,17,50
S392-24,2023-2024,SUB04,Social Studies,17,50
S988-24,2023-2024,SUB05,Computer Science,8,29
S608-24,2023-2024,SUB04,Social Studies,17,49
S066-25,2024-2025,SUB05,Computer Science,7,29
S163-25,2024-2025,SUB04,Social Studies,17,46
S457-25,2024-2025,SUB04,Social Studies,17,46
S632-25,2024-2025,SUB05,Computer Science,7,29
S738-25,2024-2025,SUB05,Computer Science,7,29
S322-24,2023-2024,SUB05,Computer Science,6,29
S521-25,2024-2025,SUB05,Computer Science,6,29
S799-24,2023-2024,SUB05,Computer Science,5,29
S821-24,2023-2024,SUB05,Computer Science,,29
S391-24,2023-2024,SUB04,Social Studies,17,40
S779-25,2024-2025,SUB04,Social Studies,17,40
S298-24,2023-2024,SUB05,Computer Science,30,28
S404-25,2024-2025,SUB05,Computer Science,30,28
S567-24,2023-2024,SUB05,Computer Science,30,28
S617-24,2023-2024,SUB05,Computer Science,30,28
S158-25,2024-2025,SUB05,Computer Science,30,28
S718-24,2023-2024,SUB05,Computer Science,30,28
S510-24,2023-2024,SUB04,Social Studies,17,30
S014-24,2023-2024,SUB05,Computer Science,27,28
S701-24,2023-2024,SUB04,Social Studies,17,29
S828-25,2024-2025,SUB04,Social Studies,17,29
S767-25,2024-2025,SUB05,Computer Science,27,28
S770-24,2023-2024,SUB04,Social Studies,17,26
S557-25,2024-2025,SUB02,Science,17,39
S667-25,2024-2025,SUB04,Social Studies,17,24
S791-24,2023-2024,SUB04,Social Studies,17,24
S730-24,2023-2024,SUB05,Computer Science,25,28
S210-24,2023-2024,SUB04,Social Studies,17,21
S442-25,2024-2025,SUB05,Computer Science,24,28
S860-25,2024-2025,SUB04,Social Studies,17,21
S211-25,2024-2025,SUB04,Social Studies,17,18
S816-24,2023-2024,SUB04,Social Studies,17,18
S689-25,2024-2025,SUB04,Social Studies,17,16
S432-25,2024-2025,SUB04,Social Studies,17,15
S757-24,2023-2024,SUB04,Social Studies,17,14
S055-25,2024-2025,SUB05,Computer Science,21,28
S353-24,2023-2024,SUB04,Social Studies,17,13
S975-25,2024-2025,SUB04,Social Studies,17,13
S894-25,2024-2025,SUB05,Computer Science,19,28
S030-25,2024-2025,SUB05,Computer Science,18,28
S295-25,2024-2025,SUB05,Computer Science,18,28
S491-25,2024-2025,SUB05,Computer Science,16,28
S655-25,2024-2025,SUB04,Social Studies,17,9
S927-24,2023-2024,SUB04,Social Studies,17,8
S716-25,2024-2025,SUB05,Computer Science,15,28
S686-25,2024-2025,SUB05,Computer Science,8,28
S229-25,2024-2025,SUB01,Mathematics,28,27
S659-25,2024-2025,SUB01,Mathematics,28,27
S756-24,2023-2024,SUB01,Mathematics,27,27
S623-24,2023-2024,SUB03,English,17,23
S638-25,2024-2025,SUB03,English,17,49
S654-25,2024-2025,SUB02,Science,17,14
S076-25,2024-2025,SUB01,Mathematics,24,27
S686-25,2024-2025,SUB03,English,17,30
S701-24,2023-2024,SUB02,Science,17,44
S722-24,2023-2024,SUB03,English,17,36
S724-24,2023-2024,SUB02,Science,17,47
S734-25,2024-2025,SUB02,Science,17,19
S750-24,2023-2024,SUB02,Science,17,23
S850-25,2024-2025,SUB01,Mathematics,22,27
S761-24,2023-2024,SUB03,English,17,43
S764-24,2023-2024,SUB02,Science,17,37
S309-25,2024-2025,SUB01,Mathematics,21,27
S779-25,2024-2025,SUB02,Science,17,24
S780-24,2023-2024,SUB03,English,17,36
S783-24,2023-2024,SUB02,Science,17,50
S798-24,2023-2024,SUB02,Science,17,27
S803-25,2024-2025,SUB03,English,17,51
S114-24,2023-2024,SUB01,Mathematics,20,27
S106-25,2024-2025,SUB01,Mathematics,19,27
S833-25,2024-2025,SUB03,English,17,34
S865-24,2023-2024,SUB02,Science,17,43
S874-24,2023-2024,SUB03,English,17,33
S294-25,2024-2025,SUB01,Mathematics,19,27
S887-24,2023-2024,SUB03,English,17,53
S609-25,2024-2025,SUB01,Mathematics,16,27
S972-24,2023-2024,SUB01,Mathematics,14,27
S157-24,2023-2024,SUB01,Mathematics,12,27
S227-24,2023-2024,SUB01,Mathematics,12,27
S950-24,2023-2024,SUB03,English,17,10
S991-24,2023-2024,SUB03,English,17,26
S213-25,2024-2025,SUB01,Mathematics,9,27
S998-25,2024-2025,SUB03,English,17,16
S999-24,2023-2024,SUB02,Science,17,45
S018-24,2023-2024,SUB02,Science,16,10
S836-25,2024-2025,SUB01,Mathematics,6,27
S087-24,2023-2024,SUB01,Mathematics,5,27
S065-25,2024-2025,SUB02,Science,16,17
S071-25,2024-2025,SUB02,Science,16,43
S344-24,2023-2024,SUB01,Mathematics,,27
S113-25,2024-2025,SUB03,English,16,54
S959-24,2023-2024,SUB01,Mathematics,,27
S122-24,2023-2024,SUB02,Science,16,21
S448-24,2023-2024,SUB01,Mathematics,31,26
S127-25,2024-2025,SUB02,Science,16,43
S133-24,2023-2024,SUB02,Science,16,17
S651-24,2023-2024,SUB01,Mathematics,30,26
S141-24,2023-2024,SUB02,Science,16,17
S144-24,2023-2024,SUB03,English,16,
S145-25,2024-2025,SUB02,Science,16,25
S146-25,2024-2025,SUB03,English,16,15
S164-25,2024-2025,SUB03,English,16,9
S170-24,2023-2024,SUB02,Science,16,45
S176-24,2023-2024,SUB02,Science,16,16
S207-25,2024-2025,SUB03,English,16,13
S210-24,2023-2024,SUB03,English,16,27
S240-24,2023-2024,SUB02,Science,16,46
S261-24,2023-2024,SUB03,English,16,13
S272-24,2023-2024,SUB02,Science,16,55
S328-24,2023-2024,SUB01,Mathematics,28,26
S163-25,2024-2025,SUB01,Mathematics,25,26
S321-24,2023-2024,SUB02,Science,16,54
S322-24,2023-2024,SUB02,Science,16,18
S326-25,2024-2025,SUB02,Science,16,47
S763-25,2024-2025,SUB01,Mathematics,25,26
S368-24,2023-2024,SUB03,English,16,52
S369-25,2024-2025,SUB02,Science,16,35
S380-25,2024-2025,SUB02,Science,16,24
S720-25,2024-2025,SUB01,Mathematics,24,26
S390-25,2024-2025,SUB03,English,16,21
S392-24,2023-2024,SUB03,English,16,47
S394-24,2023-2024,SUB02,Science,16,48
S407-24,2023-2024,SUB03,English,16,35
S448-24,2023-2024,SUB03,English,16,17
S453-24,2023-2024,SUB03,English,16,15
S741-25,2024-2025,SUB01,Mathematics,23,26
S474-25,2024-2025,SUB02,Science,16,43
S478-24,2023-2024,SUB03,English,16,28
S482-24,2023-2024,SUB03,English,16,47
S489-25,2024-2025,SUB03,English,16,24
S517-25,2024-2025,SUB03,English,16,50
S522-24,2023-2024,SUB03,English,16,49
S526-25,2024-2025,SUB03,English,16,46
S529-25,2024-2025,SUB02,Science,16,29
S549-24,2023-2024,SUB03,English,16,30
S413-25,2024-2025,SUB04,Social Studies,16,50
S419-25,2024-2025,SUB04,Social Studies,16,50
S535-24,2023-2024,SUB04,Social Studies,16,52
S676-25,2024-2025,SUB04,Social Studies,16,52
S705-24,2023-2024,SUB04,Social Studies,16,52
S860-25,2024-2025,SUB05,Computer Science,7,28
S133-24,2023-2024,SUB05,Computer Science,6,28
S165-25,2024-2025,SUB05,Computer Science,5,28
S012-24,2023-2024,SUB05,Computer Science,,28
S038-25,2024-2025,SUB05,Computer Science,30,27
S573-24,2023-2024,SUB03,English,16,27
S695-24,2023-2024,SUB05,Computer Science,28,27
S753-25,2024-2025,SUB05,Computer Science,28,27
S789-25,2024-2025,SUB04,Social Studies,16,46
S839-25,2024-2025,SUB04,Social Studies,16,46
S666-24,2023-2024,SUB05,Computer Science,25,27
S985-24,2023-2024,SUB05,Computer Science,23,27
S140-25,2024-2025,SUB05,Computer Science,22,27
S368-24,2023-2024,SUB04,Social Studies,16,42
S844-24,2023-2024,SUB04,Social Studies,16,42
S546-24,2023-2024,SUB05,Computer Science,21,27
S054-24,2023-2024,SUB05,Computer Science,20,27
S056-25,2024-2025,SUB05,Computer Science,18,27
S034-24,2023-2024,SUB05,Computer Science,15,27
S465-24,2023-2024,SUB04,Social Studies,16,36
S226-25,2024-2025,SUB05,Computer Science,13,27
S512-24,2023-2024,SUB04,Social Studies,16,35
S768-25,2024-2025,SUB04,Social Studies,16,35
S264-24,2023-2024,SUB04,Social Studies,16,34
S277-24,2023-2024,SUB05,Computer Science,13,27
S747-25,2024-2025,SUB05,Computer Science,12,27
S874-24,2023-2024,SUB05,Computer Science,11,27
S904-24,2023-2024,SUB04,Social Studies,16,33
S899-24,2023-2024,SUB05,Computer Science,9,27
S559-25,2024-2025,SUB05,Computer Science,7,27
S366-25,2024-2025,SUB04,Social Studies,16,31
S751-24,2023-2024,SUB05,Computer Science,7,27
S511-24,2023-2024,SUB05,Computer Science,5,27
S959-24,2023-2024,SUB05,Computer Science,5,27
S195-25,2024-2025,SUB04,Social Studies,16,25
S959-24,2023-2024,SUB05,Computer Science,5,27
S440-25,2024-2025,SUB04,Social Studies,16,24
S818-24,2023-2024,SUB04,Social Studies,16,24
S933-25,2024-2025,SUB05,Computer Science,30,26
S168-25,2024-2025,SUB05,Computer Science,31,26
S069-24,2023-2024,SUB04,Social Studies,16,22
S097-24,2023-2024,SUB04,Social Studies,16,22
S173-24,2023-2024,SUB05,Computer Science,31,26
S570-24,2023-2024,SUB05,Computer Science,30,26
S498-25,2024-2025,SUB05,Computer Science,28,26
S085-24,2023-2024,SUB05,Computer Science,26,26
S246-25,2024-2025,SUB05,Computer Science,26,26
S551-24,2023-2024,SUB05,Computer Science,26,26
S862-24,2023-2024,SUB04,Social Studies,16,20
S663-24,2023-2024,SUB04,Social Studies,16,19
S078-24,2023-2024,SUB05,Computer Science,22,26
S400-25,2024-2025,SUB04,Social Studies,16,17
S759-24,2023-2024,SUB01,Mathematics,21,26
S109-25,2024-2025,SUB05,Computer Science,22,26
S559-25,2024-2025,SUB04,Social Studies,16,16
S087-24,2023-2024,SUB05,Computer Science,20,26
S949-25,2024-2025,SUB05,Computer Science,20,26
S131-24,2023-2024,SUB04,Social Studies,16,15
S675-24,2023-2024,SUB05,Computer Science,19,26
S796-24,2023-2024,SUB04,Social Studies,16,15
S889-24,2023-2024,SUB05,Computer Science,19,26
S926-24,2023-2024,SUB05,Computer Science,18,26
S952-25,2024-2025,SUB04,Social Studies,16,14
S601-25,2024-2025,SUB02,Science,16,40
S080-25,2024-2025,SUB05,Computer Science,15,26
S660-24,2023-2024,SUB05,Computer Science,15,26
S611-24,2023-2024,SUB04,Social Studies,16,12
S811-25,2024-2025,SUB05,Computer Science,13,26
S464-25,2024-2025,SUB04,Social Studies,16,11
S742-24,2023-2024,SUB05,Computer Science,12,26
S736-24,2023-2024,SUB04,Social Studies,16,11
S001-24,2023-2024,SUB04,Social Studies,16,10
S568-25,2024-2025,SUB04,Social Studies,16,10
S576-24,2023-2024,SUB05,Computer Science,9,26
S778-24,2023-2024,SUB04,Social Studies,16,
S943-24,2023-2024,SUB05,Computer Science,5,26
S478-24,2023-2024,SUB05,Computer Science,30,25
S107-25,2024-2025,SUB01,Mathematics,20,26
S623-24,2023-2024,SUB02,Science,16,52
S643-24,2023-2024,SUB03,English,16,14
S697-24,2023-2024,SUB03,English,16,42
S707-25,2024-2025,SUB03,English,16,19
S325-24,2023-2024,SUB01,Mathematics,14,26
S712-25,2024-2025,SUB03,English,16,46
S287-24,2023-2024,SUB01,Mathematics,10,26
S729-24,2023-2024,SUB02,Science,16,
S449-25,2024-2025,SUB01,Mathematics,7,26
S745-25,2024-2025,SUB02,Science,16,20
S777-25,2024-2025,SUB03,English,16,10
S783-24,2023-2024,SUB03,English,16,51
S139-24,2023-2024,SUB01,Mathematics,5,26
S797-24,2023-2024,SUB03,English,16,12
S162-24,2023-2024,SUB01,Mathematics,31,25
S872-25,2024-2025,SUB01,Mathematics,30,25
S828-25,2024-2025,SUB03,English,16,19
S847-24,2023-2024,SUB02,Science,16,42
S680-24,2023-2024,SUB01,Mathematics,27,25
S860-25,2024-2025,SUB03,English,16,6
S871-25,2024-2025,SUB03,English,16,46
S875-24,2023-2024,SUB02,Science,16,31
S875-24,2023-2024,SUB03,English,16,32
S888-24,2023-2024,SUB02,Science,16,31
S692-24,2023-2024,SUB01,Mathematics,27,25
S890-25,2024-2025,SUB03,English,16,
S893-24,2023-2024,SUB03,English,16,49
S901-25,2024-2025,SUB02,Science,16,25
S768-25,2024-2025,SUB01,Mathematics,25,25
S284-24,2023-2024,SUB01,Mathematics,22,25
S912-24,2023-2024,SUB02,Science,16,44
S916-25,2024-2025,SUB03,English,16,17
S917-25,2024-2025,SUB03,English,16,51
S919-24,2023-2024,SUB03,English,16,36
S929-24,2023-2024,SUB02,Science,16,54
S939-24,2023-2024,SUB02,Science,16,47
S153-25,2024-2025,SUB01,Mathematics,20,25
S159-25,2024-2025,SUB01,Mathematics,19,25
S135-25,2024-2025,SUB01,Mathematics,16,25
S971-24,2023-2024,SUB03,English,16,26
S975-25,2024-2025,SUB02,Science,16,52
S1000-25,2024-2025,SUB02,Science,16,42
S009-24,2023-2024,SUB02,Science,15,30
S021-25,2024-2025,SUB03,English,15,46
S036-24,2023-2024,SUB02,Science,15,25
S587-25,2024-2025,SUB01,Mathematics,15,25
S056-25,2024-2025,SUB02,Science,15,
S056-25,2024-2025,SUB03,English,15,26
S071-25,2024-2025,SUB03,English,15,47
S567-24,2023-2024,SUB01,Mathematics,11,25
S752-25,2024-2025,SUB01,Mathematics,11,25
S105-25,2024-2025,SUB03,English,15,24
S110-24,2023-2024,SUB03,English,15,40
S118-24,2023-2024,SUB03,English,15,20
S131-24,2023-2024,SUB02,Science,15,19
S153-25,2024-2025,SUB02,Science,15,18
S166-25,2024-2025,SUB02,Science,15,16
S197-25,2024-2025,SUB02,Science,15,32
S947-25,2024-2025,SUB01,Mathematics,10,25
S232-25,2024-2025,SUB03,English,15,12
S278-24,2023-2024,SUB03,English,15,24
S289-25,2024-2025,SUB02,Science,15,18
S304-25,2024-2025,SUB02,Science,15,40
S173-24,2023-2024,SUB01,Mathematics,9,25
S342-24,2023-2024,SUB03,English,15,51
S364-24,2023-2024,SUB02,Science,15,18
S379-24,2023-2024,SUB02,Science,15,36
S382-25,2024-2025,SUB03,English,15,39
S383-24,2023-2024,SUB03,English,15,53
S395-25,2024-2025,SUB02,Science,15,23
S396-24,2023-2024,SUB03,English,15,32
S398-25,2024-2025,SUB02,Science,15,17
S421-24,2023-2024,SUB02,Science,15,48
S427-25,2024-2025,SUB02,Science,15,44
S430-24,2023-2024,SUB03,English,15,18
S446-24,2023-2024,SUB02,Science,15,11
S597-25,2024-2025,SUB01,Mathematics,9,25
S481-24,2023-2024,SUB03,English,15,24
S463-24,2023-2024,SUB01,Mathematics,5,25
S111-25,2024-2025,SUB01,Mathematics,,25
S515-24,2023-2024,SUB02,Science,15,48
S521-25,2024-2025,SUB03,English,15,51
S175-24,2023-2024,SUB01,Mathematics,,25
S533-25,2024-2025,SUB02,Science,15,25
S549-24,2023-2024,SUB02,Science,15,47
S552-25,2024-2025,SUB03,English,15,27
S563-24,2023-2024,SUB03,English,15,20
S564-24,2023-2024,SUB02,Science,15,38
S414-25,2024-2025,SUB01,Mathematics,,25
S605-25,2024-2025,SUB03,English,15,49
S016-25,2024-2025,SUB05,Computer Science,27,25
S608-24,2023-2024,SUB02,Science,15,30
S686-25,2024-2025,SUB04,Social Studies,15,50
S357-24,2023-2024,SUB05,Computer Science,27,25
S122-24,2023-2024,SUB04,Social Studies,15,50
S682-25,2024-2025,SUB04,Social Studies,15,50
S741-25,2024-2025,SUB04,Social Studies,15,47
S239-24,2023-2024,SUB05,Computer Science,26,25
S180-25,2024-2025,SUB04,Social Studies,15,43
S484-24,2023-2024,SUB05,Computer Science,26,25
S386-25,2024-2025,SUB05,Computer Science,25,25
S301-24,2023-2024,SUB04,Social Studies,15,41
S605-25,2024-2025,SUB05,Computer Science,25,25
S736-24,2023-2024,SUB05,Computer Science,25,25
S058-25,2024-2025,SUB05,Computer Science,23,25
S995-25,2024-2025,SUB04,Social Studies,15,39
S057-24,2023-2024,SUB04,Social Studies,15,38
S337-25,2024-2025,SUB05,Computer Science,20,25
S656-25,2024-2025,SUB05,Computer Science,13,25
S679-25,2024-2025,SUB05,Computer Science,13,25
S502-24,2023-2024,SUB04,Social Studies,15,36
