student_id,academic_year,dropout_flag,dropout_date,dropout_stage,dropout_reason,overall_attendance_percentage,family_income_band,academic_score,institution_code,age_at_enrollment,gender
H1873-22,2021-2022,1,11-09-2021,Mid,Personal,41,Low,46,INST02,24,male
H1639-21,2020-2021,1,18-08-2021,Mid,Personal,39,Low,46,INST01,20,MALE
H1218-23,2022-2023,1,17-06-2021,Early,Health,38,Medium,46,INST02,25,Female
H1926-21,2020-2021,1,21-08-2021,Late,Personal,38,Medium,46,INST01,25,male
H746-21,2020-2021,0,,,,72,Low,39,INST01,21,Female
H740-22,2021-2022,1,19-10-2021,Mid,Financial,37,High,46,INST01,18,Female
H748-21,2020-2021,0,,,,30,High,69,INST02,23,female
H998-21,2020-2021,1,13-08-2021,Late,Financial,37,Medium,46,INST02,25,MALE
H750-23,2022-2023,0,,,,35,Medium,81,INST01,19,Female
H751-23,2022-2023,0,,,,35,Medium,50,INST02,24,MALE
H752-21,2020-2021,0,,,,70,Low,79,INST02,22,MALE
H911-23,2022-2023,1,18-01-2022,Early,Academic,36,High,46,INST02,23,Female
H1333-23,2022-2023,1,02-03-2022,Early,Health,34,High,46,INST02,18,female
H755-23,2022-2023,0,,,,71,High,77,INST02,22,female
H1777-22,2021-2022,1,11-11-2021,Late,Personal,34,Low,46,INST02,24,MALE
H757-22,2021-2022,0,,,,92,Low,85,INST01,25,FEMALE
H758-22,2021-2022,0,,,,56,Low,70,INST02,24,male
H643-21,2020-2021,1,14-01-2022,Late,Academic,32,Low,46,INST01,25,Male
H1102-21,2020-2021,1,06-03-2022,Mid,Financial,32,High,46,INST02,22,FEMALE
H761-23,2022-2023,0,,,,48,High,39,INST01,20,Male
H762-22,2021-2022,0,,,,42,High,65,INST02,20,female
H736-21,2020-2021,1,17-03-2022,Early,Health,31,Low,46,INST01,24,Male
H959-22,2021-2022,1,28-01-2022,Early,Health,31,Medium,46,INST02,21,male
H765-21,2020-2021,0,,,,86,Low,72,INST02,24,female
H766-23,2022-2023,0,,,,84,High,86,INST02,17,Female
H1433-23,2022-2023,1,14-07-2021,Early,Academic,31,High,46,INST01,17,Male
H768-21,2020-2021,0,,,,91,,56,INST01,25,female
H1621-22,2021-2022,1,10-07-2021,Late,Health,31,High,46,INST01,21,male
H1356-22,2021-2022,1,30-10-2021,Late,Health,30,Low,46,INST01,20,female
H771-21,2020-2021,0,,,,86,,39,INST02,19,FEMALE
H1757-23,2022-2023,1,12-03-2022,Early,Personal,28,High,46,INST01,21,male
H1966-21,2020-2021,1,12-01-2022,Late,Financial,27,Low,46,INST01,17,MALE
H774-21,2020-2021,0,,,,32,Low,88,INST02,20,Female
H938-21,2020-2021,1,20-07-2021,Late,Health,26,Medium,46,INST02,25,male
H776-22,2021-2022,0,,,,65,Medium,62,INST01,17,MALE
H777-23,2022-2023,0,,,,74,High,82,INST01,23,male
H328-21,2020-2021,1,02-03-2022,Early,Health,25,Medium,46,INST02,19,FEMALE
H779-21,2020-2021,0,,,,89,High,54,INST01,23,MALE
H1339-23,2022-2023,1,27-06-2021,Late,Academic,25,Medium,46,INST01,20,FEMALE
H781-21,2020-2021,0,,,,60,Low,85,INST02,20,MALE
H782-22,2021-2022,0,,,,60,Low,76,INST02,22,FEMALE
H861-22,2021-2022,1,05-06-2021,Early,Health,,Medium,46,INST01,22,Female
H927-22,2021-2022,1,31-10-2021,Mid,Financial,,High,46,INST02,18,Female
H631-21,2020-2021,1,21-08-2021,Early,Academic,55,High,45,INST02,22,male
H1749-22,2021-2022,1,18-03-2022,Early,Personal,55,Low,45,INST02,22,MALE
H787-21,2020-2021,0,,,,31,Medium,57,INST01,20,MALE
H788-23,2022-2023,0,,,,93,Low,43,INST02,24,Male
H789-21,2020-2021,0,,,,77,High,81,INST01,19,male
H790-23,2022-2023,0,,,,57,High,77,INST01,25,female
H791-21,2020-2021,0,,,,35,High,73,INST01,20,Male
H792-22,2021-2022,0,,,,50,High,36,INST01,25,Female
H793-23,2022-2023,0,,,,45,Low,52,INST01,22,FEMALE
H794-23,2022-2023,0,,,,77,High,67,INST01,22,Female
H507-22,2021-2022,1,15-06-2021,Mid,Personal,54,Medium,45,INST02,17,Male
H796-21,2020-2021,0,,,,74,High,71,INST02,21,FEMALE
H797-23,2022-2023,0,,,,90,Low,36,INST01,24,FEMALE
H798-21,2020-2021,0,,,,63,High,70,INST01,18,female
H799-23,2022-2023,0,,,,81,High,47,INST01,22,female
H800-22,2021-2022,0,,,,64,Low,38,INST02,25,Female
H801-22,2021-2022,0,,,,83,High,64,INST01,19,FEMALE
H551-23,2022-2023,1,29-01-2022,Mid,Academic,54,Low,45,INST02,20,female
H567-22,2021-2022,1,15-09-2021,Early,Academic,52,Low,45,INST01,20,MALE
H460-22,2021-2022,1,18-09-2021,Early,Academic,51,Medium,45,INST01,21,Male
H1051-22,2021-2022,1,28-08-2021,Early,Academic,51,Medium,45,INST02,24,male
H1727-22,2021-2022,1,30-12-2021,Early,Academic,50,High,45,INST01,24,male
H012-22,2021-2022,1,05-03-2022,Mid,Personal,49,Medium,45,INST01,21,Female
H808-22,2021-2022,0,,,,89,Medium,64,INST02,24,FEMALE
H809-22,2021-2022,0,,,,88,Medium,38,INST02,22,MALE
H810-23,2022-2023,0,,,,56,Medium,47,INST01,18,Female
H1384-22,2021-2022,1,11-10-2021,Mid,Personal,49,Low,45,INST01,25,male
H812-23,2022-2023,0,,,,45,High,56,INST02,19,FEMALE
H813-21,2020-2021,0,,,,40,Medium,37,INST02,24,female
H814-22,2021-2022,0,,,,34,Medium,58,INST01,17,MALE
H274-22,2021-2022,1,23-07-2021,Early,Health,48,Low,45,INST02,24,female
H095-23,2022-2023,1,23-11-2021,Early,Financial,47,High,45,INST01,20,Male
H334-22,2021-2022,1,05-01-2022,Late,Personal,47,High,45,INST01,23,male
H1039-21,2020-2021,1,11-11-2021,Early,Academic,47,High,45,INST01,18,female
H819-22,2021-2022,0,,,,69,High,88,INST02,19,FEMALE
H1360-22,2021-2022,1,22-02-2022,Mid,Academic,47,Low,45,INST01,24,female
H821-23,2022-2023,0,,,,43,Medium,56,INST02,19,male
H1985-23,2022-2023,1,04-11-2021,Mid,Health,47,Medium,45,INST01,22,female
H1593-22,2021-2022,1,20-12-2021,Mid,Academic,44,Low,45,INST02,18,Female
H1583-23,2022-2023,1,27-02-2022,Mid,Health,42,High,45,INST02,18,Male
H1267-21,2020-2021,1,14-02-2022,Late,Personal,41,Low,45,INST02,17,FEMALE
H1814-22,2021-2022,1,07-06-2021,Late,Health,41,Low,45,INST01,19,Male
H827-23,2022-2023,0,,,,31,Low,41,INST02,19,FEMALE
H828-23,2022-2023,0,,,,40,Medium,74,INST01,23,female
H1397-21,2020-2021,1,27-12-2021,Mid,Health,40,Low,45,INST02,22,Male
H1164-23,2022-2023,1,12-10-2021,Late,Financial,39,High,45,INST01,25,MALE
H831-21,2020-2021,0,,,,58,Low,54,INST02,18,Female
H832-22,2021-2022,0,,,,94,High,77,INST01,18,male
H1450-21,2020-2021,1,20-08-2021,Early,Personal,36,Medium,45,INST01,21,female
H307-23,2022-2023,1,23-07-2021,Mid,Academic,35,High,45,INST02,24,female
H835-23,2022-2023,0,,,,72,Low,59,INST01,19,MALE
H836-23,2022-2023,0,,,,59,High,45,INST01,20,Male
H837-21,2020-2021,0,,,,79,Medium,69,INST01,23,female
H1200-23,2022-2023,1,30-12-2021,Mid,Health,35,High,45,INST02,20,MALE
H1033-23,2022-2023,1,14-03-2022,Early,Personal,29,,45,INST02,21,female
H840-21,2020-2021,0,,,,82,Low,51,INST02,21,male
H841-21,2020-2021,0,,,,53,Medium,45,INST01,20,male
H842-21,2020-2021,0,,,,33,Low,43,INST01,20,Male
H843-21,2020-2021,0,,,,47,High,80,INST02,25,MALE
H1443-21,2020-2021,1,21-11-2021,Late,Academic,29,High,45,INST02,23,Female
H1649-22,2021-2022,1,14-09-2021,Late,Academic,29,Low,45,INST01,19,Female
H1951-21,2020-2021,1,06-09-2021,Late,Academic,28,Medium,45,INST02,18,male
H847-23,2022-2023,0,,,,43,Medium,41,INST02,20,Male
H848-21,2020-2021,0,,,,67,Low,42,INST02,25,male
H1249-21,2020-2021,1,14-08-2021,Early,Health,27,High,45,INST01,25,Female
H850-22,2021-2022,0,,,,56,Medium,74,INST01,22,MALE
H382-21,2020-2021,1,01-07-2021,Late,Financial,26,High,45,INST02,25,male
H1697-23,2022-2023,1,02-10-2021,Late,Personal,26,Low,45,INST01,23,male
H853-23,2022-2023,0,,,,69,High,84,INST02,17,female
H1084-22,2021-2022,1,25-10-2021,Late,Academic,,Medium,45,INST01,18,FEMALE
H855-22,2021-2022,0,,,,48,Low,60,INST02,23,female
H692-23,2022-2023,1,08-12-2021,Early,Academic,54,Medium,44,INST01,17,FEMALE
H857-23,2022-2023,0,,,,86,Low,70,INST02,24,Male
H1999-22,2021-2022,1,23-07-2021,Mid,Academic,54,High,44,INST01,21,male
H859-22,2021-2022,0,,,,,Medium,69,INST01,17,male
H860-23,2022-2023,0,,,,,Low,42,INST01,17,female
H210-22,2021-2022,1,04-12-2021,Mid,Financial,52,Low,44,INST02,23,FEMALE
H862-22,2021-2022,0,,,,,Medium,82,INST01,22,MALE
H1892-23,2022-2023,1,14-08-2021,Late,Financial,52,Medium,44,INST01,23,MALE
H294-22,2021-2022,1,24-02-2022,Mid,Personal,51,Low,44,INST01,17,FEMALE
H734-21,2020-2021,1,07-06-2021,Late,Financial,50,Medium,44,INST01,23,Male
H866-22,2021-2022,0,,,,51,High,67,INST01,17,female
H981-22,2021-2022,1,23-01-2022,Early,Academic,50,,44,INST02,25,Male
H123-21,2020-2021,1,22-10-2021,Mid,Personal,49,Medium,44,INST02,23,male
H869-21,2020-2021,0,,,,74,Medium,60,INST01,24,Female
H498-22,2021-2022,1,14-02-2022,Late,Academic,49,Low,44,INST01,19,Female
H871-22,2021-2022,0,,,,77,Medium,83,INST02,21,male
H1486-22,2021-2022,1,24-01-2022,Mid,Academic,49,High,44,INST02,25,FEMALE
H646-21,2020-2021,1,06-08-2021,Mid,Academic,47,Low,44,INST02,23,female
H1702-21,2020-2021,1,04-03-2022,Early,Academic,47,Low,44,INST01,19,Female
H875-22,2021-2022,0,,,,56,,66,INST02,24,female
H876-23,2022-2023,0,,,,58,,79,INST02,17,MALE
H897-21,2020-2021,1,21-02-2022,Early,Health,46,Medium,44,INST02,23,male
H878-23,2022-2023,0,,,,84,High,78,INST02,21,male
H1924-23,2022-2023,1,16-08-2021,Mid,Academic,44,Low,44,INST02,22,female
H880-21,2020-2021,0,,,,78,High,47,INST01,21,male
H881-21,2020-2021,0,,,,93,High,41,INST01,18,FEMALE
H135-23,2022-2023,1,02-12-2021,Early,Academic,43,High,44,INST01,20,Female
H883-23,2022-2023,0,,,,82,High,58,INST02,23,male
H754-22,2021-2022,1,23-02-2022,Late,Financial,43,Low,44,INST01,18,Male
H885-21,2020-2021,0,,,,55,High,51,INST02,22,FEMALE
H1227-21,2020-2021,1,18-06-2021,Early,Academic,41,Low,44,INST01,21,female
H171-23,2022-2023,1,27-07-2021,Late,Health,39,Medium,44,INST01,22,male
H888-21,2020-2021,0,,,,74,Medium,60,INST02,17,FEMALE
H889-21,2020-2021,0,,,,72,High,40,INST01,25,FEMALE
H352-21,2020-2021,1,09-07-2021,Late,Personal,39,High,44,INST01,18,Male
H756-21,2020-2021,1,26-12-2021,Late,Personal,39,Medium,44,INST01,19,female
H892-22,2021-2022,0,,,,80,High,60,INST01,20,male
H1119-21,2020-2021,1,02-11-2021,Late,Financial,38,High,44,INST02,21,Male
H902-21,2020-2021,1,16-07-2021,Early,Financial,36,Medium,44,INST02,21,male
H895-21,2020-2021,0,,,,88,High,71,INST01,22,Female
H1527-21,2020-2021,1,20-12-2021,Mid,Academic,36,High,44,INST02,17,male
H1708-23,2022-2023,1,07-09-2021,Early,Academic,36,Low,44,INST01,23,MALE
H898-21,2020-2021,0,,,,40,Low,61,INST02,23,Male
H899-21,2020-2021,0,,,,55,High,90,INST02,23,Male
H262-23,2022-2023,1,05-12-2021,Late,Academic,35,Low,44,INST01,20,male
H901-22,2021-2022,0,,,,52,High,47,INST02,23,MALE
H1804-23,2022-2023,1,20-01-2022,Late,Academic,35,High,44,INST01,21,Female
H1990-23,2022-2023,1,04-01-2022,Late,Personal,35,High,44,INST01,20,FEMALE
H138-22,2021-2022,1,15-11-2021,Early,Health,34,Low,44,INST02,19,female
H1404-22,2021-2022,1,06-11-2021,Mid,Personal,32,Low,44,INST01,22,female
H1609-22,2021-2022,1,14-09-2021,Early,Financial,32,Medium,44,INST01,24,female
H907-21,2020-2021,0,,,,32,,49,INST02,19,female
H908-21,2020-2021,0,,,,82,,73,INST01,22,MALE
H1516-23,2022-2023,1,14-08-2021,Late,Personal,30,High,44,INST01,25,Female
H1214-22,2021-2022,1,15-01-2022,Late,Financial,29,High,44,INST02,18,male
H1487-23,2022-2023,1,26-11-2021,Late,Financial,29,Medium,44,INST01,23,Female
H873-22,2021-2022,1,30-07-2021,Early,Financial,28,Medium,44,INST02,24,Female
H1362-21,2020-2021,1,31-01-2022,Mid,Health,28,Medium,44,INST02,17,Male
H1735-23,2022-2023,1,17-08-2021,Early,Health,28,Low,44,INST01,22,female
H915-22,2021-2022,0,,,,35,Medium,57,INST02,,MALE
H838-21,2020-2021,1,28-03-2022,Early,Academic,26,Low,44,INST01,25,Male
H917-22,2021-2022,0,,,,33,High,90,INST02,19,FEMALE
H918-23,2022-2023,0,,,,82,Medium,83,INST02,25,Female
H919-21,2020-2021,0,,,,76,Medium,48,INST01,21,Female
H1795-21,2020-2021,1,15-07-2021,Early,Personal,26,High,44,INST01,18,Male
H921-22,2021-2022,0,,,,,Low,72,INST02,25,male
H922-23,2022-2023,0,,,,,High,76,INST01,18,Male
H1135-23,2022-2023,1,28-10-2021,Late,Financial,25,Medium,44,INST02,23,FEMALE
H1019-21,2020-2021,1,10-07-2021,Early,Health,,Medium,44,INST01,,female
H1086-21,2020-2021,1,17-06-2021,Early,Academic,,High,44,INST01,17,Male
H660-22,2021-2022,1,09-01-2022,Early,Academic,55,Medium,43,INST02,17,MALE
H993-21,2020-2021,1,03-09-2021,Mid,Personal,55,High,43,INST01,22,Male
H1675-23,2022-2023,1,29-08-2021,Early,Personal,55,Medium,43,INST01,23,Male
H929-21,2020-2021,0,,,,58,High,79,INST01,21,female
H930-22,2021-2022,0,,,,46,Low,52,INST02,22,MALE
H1771-23,2022-2023,1,02-11-2021,Mid,Personal,55,Medium,43,INST01,22,FEMALE
H932-22,2021-2022,0,,,,44,Medium,79,INST01,25,male
H893-23,2022-2023,1,16-07-2021,Late,Financial,54,Medium,43,INST01,25,Male
H1715-22,2021-2022,1,08-03-2022,Late,Health,54,Low,43,INST02,21,Male
H1965-23,2022-2023,1,07-03-2022,Late,Financial,53,Medium,43,INST01,24,female
H520-21,2020-2021,1,07-02-2022,Early,Academic,52,Medium,43,INST01,19,Female
H937-23,2022-2023,0,,,,69,Low,87,INST01,20,FEMALE
H722-23,2022-2023,1,04-08-2021,Early,Health,52,High,43,INST02,24,Female
H1515-22,2021-2022,1,02-10-2021,Early,Personal,52,Low,43,INST01,20,female
H1215-23,2022-2023,1,15-02-2022,Late,Financial,48,High,43,INST01,21,FEMALE
H1913-22,2021-2022,1,14-11-2021,Late,Personal,47,Low,43,INST01,22,male
H942-23,2022-2023,0,,,,49,Medium,57,INST01,21,FEMALE
H943-22,2021-2022,0,,,,49,,81,INST02,23,FEMALE
H675-22,2021-2022,1,09-02-2022,Mid,Personal,46,Medium,43,INST02,18,male
H1612-23,2022-2023,1,01-07-2021,Mid,Academic,46,Low,43,INST01,18,male
H1835-21,2020-2021,1,30-01-2022,Mid,Personal,43,Medium,43,INST01,19,MALE
H1881-21,2020-2021,1,12-06-2021,Mid,Financial,42,Low,43,INST02,17,male
H948-22,2021-2022,0,,,,94,Medium,76,INST01,22,FEMALE
H949-22,2021-2022,0,,,,43,Low,35,INST01,21,female
H369-23,2022-2023,1,18-09-2021,Late,Personal,41,Low,43,INST01,20,MALE
H1846-22,2021-2022,1,05-02-2022,Mid,Health,41,High,43,INST02,18,Female
H1276-23,2022-2023,1,26-06-2021,Late,Academic,40,Medium,43,INST02,,male
H1946-21,2020-2021,1,13-10-2021,Late,Academic,40,Medium,43,INST01,19,female
H795-23,2022-2023,1,12-03-2022,Mid,Financial,39,Low,43,INST02,21,FEMALE
H955-21,2020-2021,0,,,,32,Low,47,INST02,25,FEMALE
H956-23,2022-2023,0,,,,54,Medium,82,INST01,23,Male
H133-21,2020-2021,1,07-08-2021,Early,Personal,37,High,43,INST01,24,MALE
H958-21,2020-2021,0,,,,46,High,70,INST01,20,Male
H486-23,2022-2023,1,04-07-2021,Early,Health,37,Medium,43,INST02,25,Male
H1341-21,2020-2021,1,16-06-2021,Mid,Financial,37,High,43,INST02,18,female
H1124-22,2021-2022,1,25-03-2022,Mid,Financial,35,Low,43,INST02,18,Female
H962-22,2021-2022,0,,,,78,Low,35,INST02,22,Female
H544-23,2022-2023,1,25-03-2022,Early,Financial,34,Medium,43,INST01,22,Male
H1300-21,2020-2021,1,18-11-2021,Early,Personal,34,Low,43,INST01,20,female
H1449-23,2022-2023,1,13-08-2021,Mid,Financial,33,Medium,43,INST02,22,male
H1797-23,2022-2023,1,19-11-2021,Mid,Financial,31,Low,43,INST02,24,Female
H1701-22,2021-2022,1,16-11-2021,Early,Personal,30,Medium,43,INST02,24,male
H968-23,2022-2023,0,,,,44,Low,69,INST02,21,Female
H969-22,2021-2022,0,,,,71,Low,85,INST02,21,male
H466-21,2020-2021,1,07-07-2021,Mid,Financial,29,Medium,43,INST02,21,MALE
H934-23,2022-2023,1,24-06-2021,Late,Academic,29,Medium,43,INST02,21,male
H972-23,2022-2023,0,,,,39,High,85,INST01,22,Female
H1061-22,2021-2022,1,08-10-2021,Mid,Personal,29,High,43,INST02,24,female
H1888-21,2020-2021,1,09-07-2021,Mid,Health,29,Low,43,INST02,23,MALE
H975-23,2022-2023,0,,,,36,Medium,78,INST02,22,female
H976-23,2022-2023,0,,,,78,High,55,INST02,18,male
H977-23,2022-2023,0,,,,50,Low,45,INST02,21,FEMALE
H476-22,2021-2022,1,25-03-2022,Mid,Academic,28,Low,43,INST01,20,male
H979-23,2022-2023,0,,,,81,,47,INST01,19,female
H980-23,2022-2023,0,,,,36,,49,INST02,18,MALE
H1145-23,2022-2023,1,28-12-2021,Early,Financial,28,High,43,INST02,24,male
H982-23,2022-2023,0,,,,46,Low,49,INST02,20,male
H983-21,2020-2021,0,,,,38,Low,75,INST01,19,male
H984-23,2022-2023,0,,,,39,Low,75,INST01,18,MALE
H207-22,2021-2022,1,01-01-2022,Late,Financial,27,High,43,INST02,22,MALE
H986-22,2021-2022,0,,,,34,High,72,INST01,18,FEMALE
H987-23,2022-2023,0,,,,95,Medium,86,INST01,18,Male
H988-22,2021-2022,0,,,,68,Low,41,INST01,22,male
H1232-22,2021-2022,1,15-09-2021,Mid,Health,26,Low,43,INST01,25,female
H990-23,2022-2023,0,,,,66,Low,73,INST02,18,MALE
H991-22,2021-2022,0,,,,68,Medium,42,INST02,25,male
H992-22,2021-2022,0,,,,35,Medium,71,INST01,21,male
H347-23,2022-2023,1,04-08-2021,Late,Academic,25,,43,INST01,21,Male
H1228-23,2022-2023,1,29-10-2021,Early,Financial,25,High,43,INST01,18,male
H192-23,2022-2023,1,04-03-2022,Mid,Health,54,High,42,INST01,21,male
H996-22,2021-2022,0,,,,86,Medium,88,INST02,24,female
H573-23,2022-2023,1,16-12-2021,Early,Financial,54,High,42,INST02,21,Male
H1376-23,2022-2023,1,30-10-2021,Early,Financial,54,Medium,42,INST02,24,male
H509-22,2021-2022,1,04-12-2021,Late,Financial,53,High,42,INST01,23,Female
H1000-22,2021-2022,0,,,,63,Medium,54,INST01,21,Female
H1703-23,2022-2023,1,18-09-2021,Mid,Health,52,High,42,INST02,23,female
H1181-23,2022-2023,1,18-08-2021,Mid,Academic,51,Low,42,INST02,,Male
H1586-22,2021-2022,1,21-02-2022,Early,Academic,51,Medium,42,INST01,22,male
H1927-23,2022-2023,1,15-02-2022,Early,Health,51,Low,42,INST02,25,male
H786-21,2020-2021,1,12-09-2021,Early,Health,49,Medium,42,INST02,18,MALE
H1006-22,2021-2022,0,,,,72,Low,90,INST02,25,Male
H073-23,2022-2023,1,25-03-2022,Late,Personal,48,Low,42,INST02,20,female
H1008-21,2020-2021,0,,,,52,Low,52,INST02,18,female
H156-22,2021-2022,1,19-01-2022,Mid,Health,47,Medium,42,INST01,22,MALE
H495-22,2021-2022,1,05-12-2021,Late,Personal,47,Medium,42,INST02,18,male
H1572-23,2022-2023,1,14-08-2021,Early,Health,47,High,42,INST02,23,male
H1012-21,2020-2021,0,,,,91,High,51,INST01,25,male
H1013-21,2020-2021,0,,,,48,Low,37,INST01,22,Male
H277-21,2020-2021,1,24-03-2022,Early,Academic,45,Low,42,INST02,24,MALE
H1015-22,2021-2022,0,,,,,Low,36,INST02,24,Male
H1633-21,2020-2021,1,04-06-2021,Late,Health,45,Medium,42,INST01,19,FEMALE
H1017-21,2020-2021,0,,,,,Medium,89,INST01,17,male
H1018-23,2022-2023,0,,,,,Medium,61,INST01,25,Male
H1475-22,2021-2022,1,11-07-2021,Mid,Financial,44,High,42,INST02,24,FEMALE
H1020-23,2022-2023,0,,,,,Low,69,INST02,,Male
H1998-22,2021-2022,1,20-10-2021,Late,Health,43,Medium,42,INST01,22,MALE
H1923-22,2021-2022,1,25-06-2021,Early,Health,41,Medium,42,INST01,24,MALE
H1023-21,2020-2021,0,,,,37,Medium,35,INST01,,female
H1024-22,2021-2022,0,,,,43,Low,42,INST02,,female
H673-22,2021-2022,1,20-09-2021,Late,Personal,38,Low,42,INST01,18,male
H778-21,2020-2021,1,28-07-2021,Mid,Health,38,Low,42,INST01,25,male
H409-21,2020-2021,1,24-06-2021,Early,Academic,37,Low,42,INST01,17,male
H1028-22,2021-2022,0,,,,40,Low,76,INST01,24,female
H1192-22,2021-2022,1,07-10-2021,Early,Academic,35,Low,42,INST01,23,Female
H455-22,2021-2022,1,12-02-2022,Late,Academic,34,Medium,42,INST01,20,MALE
H1031-21,2020-2021,0,,,,94,,45,INST02,23,female
H677-22,2021-2022,1,19-07-2021,Early,Financial,34,Medium,42,INST01,22,male
H697-23,2022-2023,1,05-01-2022,Mid,Personal,32,Low,42,INST01,20,Female
H1261-21,2020-2021,1,19-08-2021,Early,Academic,32,Low,42,INST01,23,female
H1179-22,2021-2022,1,12-12-2021,Mid,Financial,30,Medium,42,INST01,,Male
H953-22,2021-2022,1,16-12-2021,Late,Academic,29,Low,42,INST02,19,Male
H120-21,2020-2021,1,11-03-2022,Late,Health,27,High,42,INST01,21,Female
H1038-21,2020-2021,0,,,,79,Low,70,INST01,23,MALE
H1651-22,2021-2022,1,28-12-2021,Early,Academic,27,Medium,42,INST01,20,FEMALE
H1040-23,2022-2023,0,,,,76,High,67,INST02,18,female
H1041-22,2021-2022,0,,,,38,High,90,INST01,20,female
H1837-22,2021-2022,1,24-08-2021,Mid,Academic,27,Medium,42,INST01,19,male
H336-21,2020-2021,1,24-11-2021,Early,Financial,26,,42,INST02,25,male
H1875-23,2022-2023,1,03-12-2021,Early,Financial,26,Low,42,INST01,22,Female
H1045-22,2021-2022,0,,,,31,Medium,39,INST02,22,MALE
H1046-23,2022-2023,0,,,,71,High,63,INST01,21,MALE
H970-22,2021-2022,1,09-07-2021,Early,Health,25,Low,42,INST01,18,Female
H1048-21,2020-2021,0,,,,60,High,67,INST01,18,FEMALE
H1049-23,2022-2023,0,,,,37,Medium,85,INST02,20,male
H1027-21,2020-2021,1,27-02-2022,Mid,Personal,25,Medium,42,INST02,22,female
H228-21,2020-2021,1,05-12-2021,Mid,Financial,53,Low,41,INST01,18,MALE
H1052-21,2020-2021,0,,,,69,Low,82,INST01,23,Male
H1053-23,2022-2023,0,,,,53,Low,43,INST02,22,FEMALE
H1569-23,2022-2023,1,28-11-2021,Late,Personal,53,Medium,41,INST02,17,male
H439-23,2022-2023,1,27-10-2021,Mid,Financial,51,High,41,INST02,22,Female
H1056-23,2022-2023,0,,,,49,High,36,INST01,24,female
H1057-21,2020-2021,0,,,,59,Medium,61,INST02,25,female
H1452-23,2022-2023,1,11-12-2021,Early,Financial,51,Medium,41,INST01,20,Male
H1059-22,2021-2022,0,,,,50,Low,85,INST01,21,MALE
H1460-23,2022-2023,1,21-01-2022,Early,Financial,48,Medium,41,INST01,21,female
H021-21,2020-2021,1,11-10-2021,Mid,Financial,45,Low,41,INST01,19,female
H1062-22,2021-2022,0,,,,91,Medium,40,INST01,25,Male
H1063-21,2020-2021,0,,,,76,Low,60,INST02,22,MALE
H350-22,2021-2022,1,04-07-2021,Early,Academic,44,High,41,INST02,23,FEMALE
H1065-23,2022-2023,0,,,,33,High,77,INST01,19,MALE
H1066-22,2021-2022,0,,,,52,Low,89,INST02,17,Female
H1570-21,2020-2021,1,21-06-2021,Late,Health,44,Low,41,INST01,22,FEMALE
H1068-21,2020-2021,0,,,,72,,71,INST01,17,male
H1069-23,2022-2023,0,,,,54,,55,INST01,19,female
H620-23,2022-2023,1,19-08-2021,Mid,Financial,42,Medium,41,INST02,20,female
H1071-21,2020-2021,0,,,,51,,50,INST02,18,male
H1072-22,2021-2022,0,,,,39,,56,INST02,21,Female
H1073-23,2022-2023,0,,,,54,Medium,74,INST02,24,male
H1074-23,2022-2023,0,,,,30,Medium,53,INST01,20,MALE
H1075-21,2020-2021,0,,,,94,High,84,INST02,20,MALE
H1528-22,2021-2022,1,03-11-2021,Mid,Academic,39,Low,41,INST02,17,male
H1077-21,2020-2021,0,,,,60,Medium,82,INST01,23,male
H380-22,2021-2022,1,25-03-2022,Late,Academic,38,Medium,41,INST01,24,Female
H1079-22,2021-2022,0,,,,30,Low,61,INST02,25,Female
H1080-22,2021-2022,0,,,,34,Medium,72,INST02,23,female
H1081-21,2020-2021,0,,,,69,Low,56,INST01,21,MALE
H371-23,2022-2023,1,23-11-2021,Late,Health,37,High,41,INST01,21,female
H1083-22,2021-2022,0,,,,55,Low,49,INST02,22,male
H589-23,2022-2023,1,01-10-2021,Mid,Financial,37,Medium,41,INST02,23,male
H594-23,2022-2023,1,05-09-2021,Mid,Academic,37,Low,41,INST02,23,female
H629-22,2021-2022,1,16-01-2022,Late,Financial,37,Medium,41,INST01,23,Female
H1087-23,2022-2023,0,,,,,Low,78,INST01,22,FEMALE
H1088-22,2021-2022,0,,,,,Medium,49,INST01,19,female
H1859-21,2020-2021,1,02-03-2022,Mid,Health,37,Medium,41,INST02,23,MALE
H1090-22,2021-2022,0,,,,49,Low,57,INST02,21,male
H365-23,2022-2023,1,20-03-2022,Mid,Personal,36,Low,41,INST01,23,MALE
H1092-22,2021-2022,0,,,,49,Medium,87,INST02,21,FEMALE
H1093-23,2022-2023,0,,,,87,Medium,87,INST02,18,MALE
H1159-21,2020-2021,1,07-08-2021,Late,Financial,36,High,41,INST02,22,Male
H1095-23,2022-2023,0,,,,53,Low,70,INST02,24,Female
H1096-22,2021-2022,0,,,,72,Medium,80,INST02,24,FEMALE
H1661-22,2021-2022,1,17-11-2021,Early,Personal,36,Medium,41,INST01,18,female
H1098-23,2022-2023,0,,,,60,Low,66,INST02,19,male
H1099-22,2021-2022,0,,,,70,Low,45,INST02,17,Female
H246-22,2021-2022,1,09-01-2022,Mid,Health,35,Low,41,INST01,24,female
H1101-21,2020-2021,0,,,,92,High,64,INST01,17,MALE
H361-23,2022-2023,1,05-09-2021,Late,Academic,33,Low,41,INST02,20,female
H1103-22,2021-2022,0,,,,92,High,42,INST01,17,FEMALE
